"PlotID","TreeID","Blank.Num","DBH","HT","CBH","HT.2016","DBH.2016","BA","Dens","MOE"
5,403,3,11,45.3313593432,14.7,40.9,11.6141732283465,127.548153,0.409088883706562,7.46286263461209
6,149,3,11,44.6916631098,26.5,54.3,11.7716535433071,100.6924752,0.453831609304561,7.72270850022386
6,237,3,10.1,41.69917213518,25.9,49.9,10.6692913385827,100.6924752,0.450896099595102,8.07687726398876
6,260,3,11.7,47.01915609006,25.8,56.1,12.3622047244094,100.6924752,0.460156036304491,6.69231439317389
6,278,4,13,51.3416430534,24.9,48.3,13.8582677165354,100.6924752,0.47010971409897,8.86431780654893
7,22,5,NA,NA,NA,NA,NA,36.2001978,0.45974101437195,7.71031198062398
7,93,5,20.1,64.06134222348,15.6,66.3,21.2204724409449,36.2001978,0.449677048705585,6.51172886704382
7,98,5,19.1,61.44468344868,15.5,61.5,20.5511811023622,36.2001978,0.522548417343917,8.69989184062148
8,439,2,8.9,40.01302236498,34.6,52.7,9.13385826771654,175.9425858,0.48009218238888,7.58177129657112
8,576,2,8.9,40.01302236498,36,57.8,9.44881889763779,175.9425858,0.48591490882384,9.96485360489662
8,657,2,10.6,45.69383856492,28.8,57.6,11.2204724409449,175.9425858,0.417106595159617,6.66698840316082
9,103,4,11.6,48.13313566992,34.2,64.3,12.2834645669291,134.6979834,0.544233345864363,9.46838974149329
9,228,3,10.5,44.3198138376,15.5,64.4,11.1811023622047,134.6979834,0.504482036313983,10.5196769223435
9,317,3,11.9,49.17313253328,39.7,58.8,12.5590551181102,134.6979834,0.455509709156739,8.1692216969963
