"TestID","SampleID","SiteID","PlotID","TreeID","Blank.Num","Failure","Drop","Quality","Velocity","MOR","MOE","MC","Dens","Ring","RPI","MOEd","Pith.Dist","Tree.Vel","CrownRatio","DBH","BA","GSL","Length","Width","Depth","WeightFullPiece","WeightAfterTest","WeightOD","Max.Load","PPL.Limit","PPL.Distance","Flitch.Max.Ring","Blank.Min.Ring","Blank.Max.Ring","Clear.Adj","HT","CBH","HT.2016","DBH.2016"
258,"TW-6-149-1","TW","6","6-149",1,3,"N",2,3361,56.886050898811,4.81233384977306,12.3242938602307,0.490061609293849,9.5,13.8181818181818,5535.89324835991,0.6875,3.49,0.407048246674242,11,100.6924752,80,16,1.004,1.007,130.284,67.763,60.328,400,198.8,0.1912,77,0,19,0.2,44.6916631098,26.5,54.3,11.7716535433071
259,"TW-6-149-2","TW","6","6-149",2,2,"N",1,4410,69.6508503646576,6.91822604775538,12.8725689786192,0.453975429257668,32,16,8828.95954574605,2.0625,3.49,0.407048246674242,11,100.6924752,80,15.989,1.006,0.998,120.352,120.312,106.591,482,261,0.18,77,21,43,0,44.6916631098,26.5,54.3,11.7716535433071
260,"TW-6-149-3","TW","6","6-149",3,2,"N",1,4726,77.8307168144784,7.72270850022386,11.9811704646345,0.453831609304561,61.5,22.5454545454545,10136.3634850197,3.4375,3.49,0.407048246674242,11,100.6924752,80,16.031,1.009,1.007,121.117,121.083,108.128,550,246,0.1462,77,46,77,0,44.6916631098,26.5,54.3,11.7716535433071
261,"TW-6-237-1","TW","6","6-237",1,3,"Y",3,2731,56.3870441354634,2.79215225656127,10.7642247823411,0.488318441401997,8,11.6363636363636,3642.05521893344,0.6875,3.61,0.378884551567652,10.1,100.6924752,80,16,1.002,1.001,127.002,62.975,56.855,391,168.8,0.281,79,0,16,0.05,41.69917213518,25.9,49.9,10.6692913385827
235,"TW-6-237-2","TW","6","6-237",2,1,"N",2,3674,58.1779734998635,4.60483943970544,13.3342586350478,0.431601665969977,31,16,5825.87840932256,2.0625,3.61,0.378884551567652,10.1,100.6924752,80,16.031,1.001,0.996,114.388,114.318,100.868,399,210,0.221,79,20,42,0,41.69917213518,25.9,49.9,10.6692913385827
236,"TW-6-237-3","TW","6","6-237",3,2,"N",1,4673,65.2179408535696,8.07687726398876,12.3635800952095,0.450896099595102,54.5,15.2727272727273,9846.18611323518,3.4375,3.61,0.378884551567652,10.1,100.6924752,80,16.031,1.018,1.021,123.515,123.446,109.863,478,205,0.1112,79,44,65,0.05,41.69917213518,25.9,49.9,10.6692913385827
237,"TW-6-260-2","TW","6","6-260",2,1,"N",3,3252,55.800213982453,4.20127194203588,11.9806771880505,0.481767691042046,37,13.0909090909091,5094.93614368592,2.0625,3.35,0.451287472055369,11.7,100.6924752,80,15.989,0.997,1.001,125.955,125.873,112.406,385,168.8,0.19,82,28,46,0.63,47.01915609006,25.8,56.1,12.3622047244094
238,"TW-6-260-3","TW","6","6-260",3,2,"N",1,4306,70.0347033840579,6.69231439317389,11.9162278107898,0.460156036304491,57,11.6363636363636,8532.04572836066,3.4375,3.35,0.451287472055369,11.7,100.6924752,80,15.989,0.996,0.994,119.275,119.221,106.527,476,251,0.1812,82,49,65,0,47.01915609006,25.8,56.1,12.3622047244094
232,"TW-6-278-1","TW","6","6-278",1,3,"N",2,5600,52.8483965226108,3.44001087510651,11.5572062119004,0.536184176127821,6.5,9.45454545454546,16814.7357633685,0.6875,3.63,0.515013573404698,13,100.6924752,80,16,0.997,0.996,139.05,71.188,63.813,361,161.2,0.224,88,0,13,0,51.3416430534,24.9,48.3,13.8582677165354
233,"TW-6-278-2","TW","6","6-278",2,1,"N",1,4113,66.7187718769595,6.5310391825491,12.2843862971251,0.475800787463521,26.5,16.7272727272727,8049.01201153848,2.0625,3.63,0.515013573404698,13,100.6924752,80,16.031,1.022,1.019,130.501,130.452,116.18,489,229,0.1538,88,15,38,0,51.3416430534,24.9,48.3,13.8582677165354
234,"TW-6-278-3","TW","6","6-278",3,2,"N",1,4671,73.6047975219356,8.99499509201316,12.2098295969834,0.515778725290674,48,13.0909090909091,11253.3845310647,3.4375,3.63,0.515013573404698,13,100.6924752,80,16,1.021,1.02,141.099,141.05,125.702,540,234,0.1138,88,39,57,0,51.3416430534,24.9,48.3,13.8582677165354
231,"TW-6-278-4","TW","6","6-278",4,2,"N",2,4864,76.843224705787,8.86431780654893,12.4420977049238,0.47010971409897,73.5,21.0909090909091,11122.0887905716,4.8125,3.63,0.515013573404698,13,100.6924752,80,16,1.02,1.018,128.493,128.41,114.201,561,256,0.1275,88,59,88,0,51.3416430534,24.9,48.3,13.8582677165354
157,"TW-7-122-1","TW","7","7-122",1,3,"N",3,3413,67.9967034955041,5.82202110397244,10.0490487711366,0.639161606256538,9,13.0909090909091,7445.31807263011,0.6875,3.33,0.628437775135033,20.2,36.2001978,30,16.031,0.99,0.986,161.049,83.24,75.639,452,249,0.209,88,0,18,0.9,64.32300810096,23.9,68,21.0236220472441
226,"TW-7-122-2","TW","7","7-122",2,3,"N",3,4149,64.8041384816374,6.46879742728615,10.9932717527654,0.481355236126668,29.5,12.3636363636364,8286.14578708692,2.0625,3.33,0.628437775135033,20.2,36.2001978,30,16,1,0.996,124.574,58.398,52.614,444,261,0.1912,88,21,38,0,64.32300810096,23.9,68,21.0236220472441
227,"TW-7-122-3","TW","7","7-122",3,2,"N",1,3813,57.7923866072415,5.53944642249245,12.440837081948,0.441509027588798,42.5,5.09090909090909,6419.08606533368,3.4375,3.33,0.628437775135033,20.2,36.2001978,30,16,0.998,0.992,115.056,114.982,102.26,392,198.8,0.175,88,39,46,0,64.32300810096,23.9,68,21.0236220472441
373,"TW-7-122-4","TW","7","7-122",4,1,"N",5,4201,67.5252076873222,6.51074360161183,9.36790668348045,0.533486568738654,52.5,6.54545454545455,9415.18489321383,4.8125,3.33,0.628437775135033,20.2,36.2001978,30,15.969,0.986,0.998,134.149,69.383,63.44,458,258,0.1862,88,48,57,0.1,64.32300810096,23.9,68,21.0236220472441
230,"TW-7-122-5","TW","7","7-122",5,2,"N",1,4581,61.7436892860627,7.71031198062398,12.5519719235862,0.45974101437195,66,10.1818181818182,9647.92310130443,6.1875,3.33,0.628437775135033,20.2,36.2001978,30,16,1.002,1.002,121.62,121.546,107.991,429,235,0.1438,88,59,73,0,64.32300810096,23.9,68,21.0236220472441
243,"TW-7-93-1","TW","7","7-93",1,5,"N",3,6493,26.0578703404575,3.83589252291232,11.7028224454133,0.478843121042072,6,8.72727272727273,20187.5706033257,0.6875,2.83,0.7564834038978,20.1,36.2001978,30,16,1.008,1.003,126.597,126.566,113.306,182.5,156.2,0.1888,81,0,12,0.2,64.06134222348,15.6,66.3,21.2204724409449
244,"TW-7-93-2","TW","7","7-93",2,1,"N",2,3816,41.7753561554167,4.62981794979469,13.5613577988433,0.458966274366952,23,13.0909090909091,6683.40079618805,2.0625,2.83,0.7564834038978,20.1,36.2001978,30,16,1.004,1.004,122.993,122.912,108.234,292,180,0.1838,81,14,32,0.1,64.06134222348,15.6,66.3,21.2204724409449
245,"TW-7-93-3","TW","7","7-93",3,1,"N",1,4129,60.4618020002636,6.24000513435411,12.5413725367083,0.476455333374127,39,7.27272727272727,8122.91593123082,3.4375,2.83,0.7564834038978,20.1,36.2001978,30,16,0.999,1.001,125.527,125.469,111.487,418,198.8,0.1512,81,34,44,0,64.06134222348,15.6,66.3,21.2204724409449
246,"TW-7-93-4","TW","7","7-93",4,1,"N",1,4200,60.0282860605673,6.32783501641982,12.1394963642486,0.470059909746989,52.5,8,8291.85680793688,4.8125,2.83,0.7564834038978,20.1,36.2001978,30,16,0.997,1.002,123.276,123.22,109.881,415,201,0.15,81,47,58,0,64.06134222348,15.6,66.3,21.2204724409449
247,"TW-7-93-5","TW","7","7-93",5,2,"N",1,4355,63.6904275472813,6.51172886704382,13.0672368733666,0.449677048705585,67.5,10.9090909090909,8528.58614767634,6.1875,2.83,0.7564834038978,20.1,36.2001978,30,16,1.002,0.998,119.025,118.975,105.225,439,251,0.185,81,60,75,0,64.06134222348,15.6,66.3,21.2204724409449
239,"TW-7-98-1","TW","7","7-98",1,5,"N",4,3547,17.1829145631245,5.18598609760801,12.161655856861,0.522532573175288,15,21.8181818181818,6574.09151242609,0.6875,3.22,0.747740583398953,19.1,36.2001978,30,15.938,0.993,0.993,134.764,134.714,120.107,116.2,61.2,0.0575,89,0,30,0,61.44468344868,15.5,61.5,20.5511811023622
240,"TW-7-98-2","TW","7","7-98",2,2,"N",1,3835,70.3868051695225,5.99793218759645,12.6605459982011,0.52474727508718,38.5,8,7717.57624284406,2.0625,3.22,0.747740583398953,19.1,36.2001978,30,15.938,1.008,1.001,139.102,139.031,123.407,491,242,0.19,89,33,44,0.5,61.44468344868,15.5,61.5,20.5511811023622
241,"TW-7-98-3","TW","7","7-98",3,1,"N",1,4356,75.1350290438247,7.48123589804791,12.4885533113327,0.495334158044721,50.5,6.54545454545455,9398.83488068087,3.4375,3.22,0.747740583398953,19.1,36.2001978,30,15.938,1.004,1,130.454,130.21,115.754,521,241,0.1525,89,46,55,0,61.44468344868,15.5,61.5,20.5511811023622
242,"TW-7-98-4","TW","7","7-98",4,1,"N",1,4459,76.0429244538706,7.41379127822521,12.497447235467,0.486701974253178,63,7.27272727272727,9676.94009614615,4.8125,3.22,0.747740583398953,19.1,36.2001978,30,15.938,0.994,0.999,126.787,126.698,112.623,521,230,0.1488,89,58,68,0,61.44468344868,15.5,61.5,20.5511811023622
262,"TW-7-98-5","TW","7","7-98",5,1,"N",1,4585,83.6754108808511,8.69989184062148,13.0318862436712,0.522548417343917,77,10.1818181818182,10985.1304027977,6.1875,3.22,0.747740583398953,19.1,36.2001978,30,15.938,0.998,0.995,136.772,83.942,74.264,571,264,0.1475,89,70,84,0,61.44468344868,15.5,61.5,20.5511811023622
263,"TW-8-439-1","TW","8","8-439",1,3,"N",2,3991,58.588060174056,5.90768518689915,12.8327485380117,0.458466871773679,14,20.3636363636364,7302.49746942778,0.6875,3.29,0.135281516992267,8.9,175.9425858,150,15.989,1.003,0.994,120.652,120.59,106.875,401,215,0.1762,77,0,28,0,40.01302236498,34.6,52.7,9.13385826771654
144,"TW-8-439-2","TW","8","8-439",2,2,"N",1,4727,85.9248434116225,7.58177129657112,10.7659931899674,0.48009218238888,44.5,19.6363636363636,10727.4336920616,2.0625,3.29,0.135281516992267,8.9,175.9425858,150,15.938,0.994,0.995,122.648,122.639,110.719,584,294,0.185,77,31,58,0,40.01302236498,34.6,52.7,9.13385826771654
143,"TW-8-576-1","TW","8","8-576",1,1,"N",2,4584,59.1931044774587,7.04820544927352,10.0228372758879,0.504800173405818,10,14.5454545454545,10607.3943125862,0.6875,4.16,0.100292907853226,8.9,175.9425858,150,15.938,0.996,1.001,129.127,129.114,117.352,408,260,0.1712,83,0,20,1,40.01302236498,36,57.8,9.44881889763779
135,"TW-8-576-2","TW","8","8-576",2,2,"N",1,5336,90.7200351998094,9.96485360489662,10.744536138569,0.48591490882384,36.5,18.1818181818182,13835.4046637907,2.0625,4.16,0.100292907853226,8.9,175.9425858,150,15.938,0.989,0.984,122.122,122.118,110.27,600,269,0.1338,83,24,49,1,40.01302236498,36,57.8,9.44881889763779
132,"TW-8-657-1","TW","8","8-657",1,5,"N",2,4109,57.9084355763324,5.53195049327388,10.6469755661502,0.411034786408538,12.5,18.1818181818182,6939.86242058218,0.6875,3.75,0.369718086628198,10.6,175.9425858,150,16,0.996,0.992,105.195,59.413,53.696,392,249,0.216,83,0,25,0.5,45.69383856492,28.8,57.6,11.2204724409449
153,"TW-8-657-2","TW","8","8-657",2,2,"N",1,4966,72.2404832590519,6.66698840316082,10.8329281287826,0.417106595159617,45,21.8181818181818,10286.3308118602,2.0625,3.75,0.369718086628198,10.6,175.9425858,150,16,0.998,0.992,107.143,107.13,96.659,490,264,0.19,83,30,60,0.6,45.69383856492,28.8,57.6,11.2204724409449
265,"TW-9-103-1","TW","9","9-103",1,1,"N",3,6167,66.7674713158012,4.79612380986673,10.6864420797265,0.679393746581589,7.5,10.9090909090909,25838.6275572851,0.6875,4.05,0.289470766364953,11.6,134.6979834,100,16,1.013,1.02,181.9,100.376,90.685,486,197.5,0.1788,89,0,15,0.15,48.13313566992,34.2,64.3,12.2834645669291
266,"TW-9-103-2","TW","9","9-103",2,1,"N",1,4954,83.4187705248603,7.68992321600502,11.9912395823755,0.490901607185378,28.5,16.7272727272727,12047.76418813,2.0625,4.05,0.289470766364953,11.6,134.6979834,100,16,1.021,1.02,134.032,133.974,119.629,612,315,0.1788,89,17,40,0.1,48.13313566992,34.2,64.3,12.2834645669291
267,"TW-9-103-3","TW","9","9-103",3,2,"N",1,5233,100.645656346907,9.02269587540766,11.4321114502433,0.548524900025419,51.5,15.2727272727273,15020.9643859922,3.4375,4.05,0.289470766364953,11.6,134.6979834,100,16.031,1.017,1.012,147.555,147.496,132.364,724,364,0.18,89,41,62,0,48.13313566992,34.2,64.3,12.2834645669291
268,"TW-9-103-4","TW","9","9-103",4,2,"N",1,5195,100.086280039816,9.46838974149329,11.7107973596764,0.544233345864363,75,14.5454545454545,14687.7831440211,4.8125,4.05,0.289470766364953,11.6,134.6979834,100,16.031,1.022,1.02,148.654,148.591,133.014,735,351,0.1612,89,65,85,0,48.13313566992,34.2,64.3,12.2834645669291
158,"TW-9-228-1","TW","9","9-228",1,3,"N",2,3469,81.9346467832981,7.15423077215191,10.7283723376282,0.764497228261614,7,10.1818181818182,9199.92982950836,0.6875,4.11,0.650269289108563,10.5,134.6979834,100,16,0.994,0.996,196.195,96.853,87.469,558,322,0.214,86,0,14,0.2,44.3198138376,15.5,64.4,11.1811023622047
159,"TW-9-228-2","TW","9","9-228",2,2,"N",1,5198,88.0145561891371,9.6455183114857,11.101101188654,0.495339213093669,33,23.2727272727273,13383.6712477773,2.0625,4.11,0.650269289108563,10.5,134.6979834,100,16,0.995,0.991,127.035,127.023,114.331,594,274,0.1375,86,17,49,0.25,44.3198138376,15.5,64.4,11.1811023622047
264,"TW-9-228-3","TW","9","9-228",3,2,"N",1,5145,86.844669641761,10.5196769223435,12.816094393277,0.504482036313983,66,20.3636363636364,13354.1565953184,3.4375,4.11,0.650269289108563,10.5,134.6979834,100,16,0.999,0.999,132.969,132.903,117.805,598,294,0.1338,86,52,80,0,44.3198138376,15.5,64.4,11.1811023622047
248,"TW-9-317-1","TW","9","9-317",1,3,"N",2,3625,53.1233352741775,4.603851824998,12.9009280791067,0.418921822997961,5.5,8,5504.89458033259,0.6875,3.83,0.19264854698587,11.9,134.6979834,100,16,1.003,1,111.054,53.891,47.733,368,185,0.1912,74,0,11,0.9,49.17313253328,39.7,58.8,12.5590551181102
249,"TW-9-317-2","TW","9","9-317",2,1,"N",1,4485,65.2115785942868,7.39569592775197,13.3960985302174,0.458102825428634,25,17.4545454545455,9214.84140663269,2.0625,3.83,0.19264854698587,11.9,134.6979834,100,16,1.002,1.003,122.217,122.131,107.703,454,232,0.1488,74,13,37,0.5,49.17313253328,39.7,58.8,12.5590551181102
250,"TW-9-317-3","TW","9","9-317",3,2,"N",1,4724,70.7403452091286,8.1692216969963,13.2988410209475,0.455509709156739,50,16,10165.2348392506,3.4375,3.83,0.19264854698587,11.9,134.6979834,100,16,1.003,1.002,121.421,121.317,107.077,492,256,0.1488,74,39,61,0.9,49.17313253328,39.7,58.8,12.5590551181102
